vorhersagezeitpunkt;station_name;ts;value_q;dimension
09.01.2026 10:00;Sammelknoten Wutach;11.01.2026 10:00;22.817;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Alb;11.01.2026 10:00;4.2238;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Murg;11.01.2026 10:00;1.0988;cbm/s
09.01.2026 10:00;Sammelknoten Wehra;11.01.2026 10:00;9.956;cbm/s
09.01.2026 10:00;Sammelknoten Duerren-Warmbach;11.01.2026 10:00;1.0982;cbm/s
09.01.2026 10:00;Ewattingen;11.01.2026 11:00;5.5877;cbm/s
09.01.2026 10:00;Eberfingen;11.01.2026 11:00;9.359;cbm/s
09.01.2026 10:00;Oberlauchringen;11.01.2026 11:00;9.853;cbm/s
09.01.2026 10:00;Illmuehle;11.01.2026 11:00;2.7581;cbm/s
09.01.2026 10:00;Hangkanal-offenesGerinne;11.01.2026 11:00;0.28065;cbm/s
09.01.2026 10:00;Buggenrieder Muehle;11.01.2026 11:00;0.28989;cbm/s
09.01.2026 10:00;Wutachmuendung;11.01.2026 11:00;21.628;cbm/s
09.01.2026 10:00;St-Blasien;11.01.2026 11:00;3.5428;cbm/s
09.01.2026 10:00;Wehra (Pegel);11.01.2026 11:00;1.5569;cbm/s
09.01.2026 10:00;Sammelknoten Biber-Durach;11.01.2026 11:00;2.6246;cbm/s
09.01.2026 10:00;Sammelknoten Volken-Rafzenbach;11.01.2026 11:00;1.1234;cbm/s
09.01.2026 10:00;Sammelknoten Wutach;11.01.2026 11:00;22.554;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Alb;11.01.2026 11:00;4.1962;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Murg;11.01.2026 11:00;1.094;cbm/s
09.01.2026 10:00;Sammelknoten Wehra;11.01.2026 11:00;9.811;cbm/s
09.01.2026 10:00;Sammelknoten Duerren-Warmbach;11.01.2026 11:00;1.0795;cbm/s
09.01.2026 10:00;Ewattingen;11.01.2026 12:00;5.5335;cbm/s
09.01.2026 10:00;Eberfingen;11.01.2026 12:00;9.284;cbm/s
09.01.2026 10:00;Oberlauchringen;11.01.2026 12:00;9.75;cbm/s
09.01.2026 10:00;Illmuehle;11.01.2026 12:00;2.7087;cbm/s
09.01.2026 10:00;Hangkanal-offenesGerinne;11.01.2026 12:00;0.27637;cbm/s
09.01.2026 10:00;Buggenrieder Muehle;11.01.2026 12:00;0.28946;cbm/s
09.01.2026 10:00;Wutachmuendung;11.01.2026 12:00;21.395;cbm/s
09.01.2026 10:00;St-Blasien;11.01.2026 12:00;3.5121;cbm/s
09.01.2026 10:00;Wehra (Pegel);11.01.2026 12:00;1.5445;cbm/s
09.01.2026 10:00;Sammelknoten Biber-Durach;11.01.2026 12:00;2.5945;cbm/s
09.01.2026 10:00;Sammelknoten Volken-Rafzenbach;11.01.2026 12:00;1.1095;cbm/s
09.01.2026 10:00;Sammelknoten Wutach;11.01.2026 12:00;22.307;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Alb;11.01.2026 12:00;4.1655;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Murg;11.01.2026 12:00;1.0897;cbm/s
09.01.2026 10:00;Sammelknoten Wehra;11.01.2026 12:00;9.669;cbm/s
09.01.2026 10:00;Sammelknoten Duerren-Warmbach;11.01.2026 12:00;1.0558;cbm/s
09.01.2026 10:00;Ewattingen;11.01.2026 13:00;5.4824;cbm/s
09.01.2026 10:00;Eberfingen;11.01.2026 13:00;9.214;cbm/s
09.01.2026 10:00;Oberlauchringen;11.01.2026 13:00;9.651;cbm/s
09.01.2026 10:00;Illmuehle;11.01.2026 13:00;2.6615;cbm/s
09.01.2026 10:00;Hangkanal-offenesGerinne;11.01.2026 13:00;0.27227;cbm/s
09.01.2026 10:00;Buggenrieder Muehle;11.01.2026 13:00;0.28904;cbm/s
09.01.2026 10:00;Wutachmuendung;11.01.2026 13:00;21.174;cbm/s
09.01.2026 10:00;St-Blasien;11.01.2026 13:00;3.4825;cbm/s
09.01.2026 10:00;Wehra (Pegel);11.01.2026 13:00;1.5324;cbm/s
09.01.2026 10:00;Sammelknoten Biber-Durach;11.01.2026 13:00;2.5582;cbm/s
09.01.2026 10:00;Sammelknoten Volken-Rafzenbach;11.01.2026 13:00;1.0867;cbm/s
09.01.2026 10:00;Sammelknoten Wutach;11.01.2026 13:00;22.072;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Alb;11.01.2026 13:00;4.1332;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Murg;11.01.2026 13:00;1.0857;cbm/s
09.01.2026 10:00;Sammelknoten Wehra;11.01.2026 13:00;9.538;cbm/s
09.01.2026 10:00;Sammelknoten Duerren-Warmbach;11.01.2026 13:00;1.0296;cbm/s
09.01.2026 10:00;Ewattingen;11.01.2026 14:00;5.4336;cbm/s
09.01.2026 10:00;Eberfingen;11.01.2026 14:00;9.146;cbm/s
09.01.2026 10:00;Oberlauchringen;11.01.2026 14:00;9.559;cbm/s
09.01.2026 10:00;Illmuehle;11.01.2026 14:00;2.6153;cbm/s
09.01.2026 10:00;Hangkanal-offenesGerinne;11.01.2026 14:00;0.26832;cbm/s
09.01.2026 10:00;Buggenrieder Muehle;11.01.2026 14:00;0.28861;cbm/s
09.01.2026 10:00;Wutachmuendung;11.01.2026 14:00;20.962;cbm/s
09.01.2026 10:00;St-Blasien;11.01.2026 14:00;3.4527;cbm/s
09.01.2026 10:00;Wehra (Pegel);11.01.2026 14:00;1.5207;cbm/s
09.01.2026 10:00;Sammelknoten Biber-Durach;11.01.2026 14:00;2.5169;cbm/s
09.01.2026 10:00;Sammelknoten Volken-Rafzenbach;11.01.2026 14:00;1.0563;cbm/s
09.01.2026 10:00;Sammelknoten Wutach;11.01.2026 14:00;21.845;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Alb;11.01.2026 14:00;4.0997;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Murg;11.01.2026 14:00;1.0821;cbm/s
09.01.2026 10:00;Sammelknoten Wehra;11.01.2026 14:00;9.42;cbm/s
09.01.2026 10:00;Sammelknoten Duerren-Warmbach;11.01.2026 14:00;1.002;cbm/s
09.01.2026 10:00;Ewattingen;11.01.2026 15:00;5.3863;cbm/s
09.01.2026 10:00;Eberfingen;11.01.2026 15:00;9.081;cbm/s
09.01.2026 10:00;Oberlauchringen;11.01.2026 15:00;9.471;cbm/s
09.01.2026 10:00;Illmuehle;11.01.2026 15:00;2.57;cbm/s
09.01.2026 10:00;Hangkanal-offenesGerinne;11.01.2026 15:00;0.26471;cbm/s
09.01.2026 10:00;Buggenrieder Muehle;11.01.2026 15:00;0.28819;cbm/s
09.01.2026 10:00;Wutachmuendung;11.01.2026 15:00;20.758;cbm/s
09.01.2026 10:00;St-Blasien;11.01.2026 15:00;3.4233;cbm/s
09.01.2026 10:00;Wehra (Pegel);11.01.2026 15:00;1.5092;cbm/s
09.01.2026 10:00;Sammelknoten Biber-Durach;11.01.2026 15:00;2.4729;cbm/s
09.01.2026 10:00;Sammelknoten Volken-Rafzenbach;11.01.2026 15:00;1.0233;cbm/s
09.01.2026 10:00;Sammelknoten Wutach;11.01.2026 15:00;21.622;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Alb;11.01.2026 15:00;4.066;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Murg;11.01.2026 15:00;1.0785;cbm/s
09.01.2026 10:00;Sammelknoten Wehra;11.01.2026 15:00;9.315;cbm/s
09.01.2026 10:00;Sammelknoten Duerren-Warmbach;11.01.2026 15:00;0.9747;cbm/s
09.01.2026 10:00;Ewattingen;11.01.2026 16:00;5.34;cbm/s
09.01.2026 10:00;Eberfingen;11.01.2026 16:00;9.019;cbm/s
09.01.2026 10:00;Oberlauchringen;11.01.2026 16:00;9.387;cbm/s
09.01.2026 10:00;Illmuehle;11.01.2026 16:00;2.5255;cbm/s
09.01.2026 10:00;Hangkanal-offenesGerinne;11.01.2026 16:00;0.26124;cbm/s
09.01.2026 10:00;Buggenrieder Muehle;11.01.2026 16:00;0.28776;cbm/s
09.01.2026 10:00;Wutachmuendung;11.01.2026 16:00;20.562;cbm/s
09.01.2026 10:00;St-Blasien;11.01.2026 16:00;3.3938;cbm/s
09.01.2026 10:00;Wehra (Pegel);11.01.2026 16:00;1.498;cbm/s
09.01.2026 10:00;Sammelknoten Biber-Durach;11.01.2026 16:00;2.4291;cbm/s
09.01.2026 10:00;Sammelknoten Volken-Rafzenbach;11.01.2026 16:00;0.9911;cbm/s
09.01.2026 10:00;Sammelknoten Wutach;11.01.2026 16:00;21.408;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Alb;11.01.2026 16:00;4.0331;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Murg;11.01.2026 16:00;1.0751;cbm/s
09.01.2026 10:00;Sammelknoten Wehra;11.01.2026 16:00;9.22;cbm/s
09.01.2026 10:00;Sammelknoten Duerren-Warmbach;11.01.2026 16:00;0.9492;cbm/s
09.01.2026 10:00;Ewattingen;11.01.2026 17:00;5.2954;cbm/s
09.01.2026 10:00;Eberfingen;11.01.2026 17:00;8.959;cbm/s
09.01.2026 10:00;Oberlauchringen;11.01.2026 17:00;9.306;cbm/s
09.01.2026 10:00;Illmuehle;11.01.2026 17:00;2.482;cbm/s
09.01.2026 10:00;Hangkanal-offenesGerinne;11.01.2026 17:00;0.25759;cbm/s
09.01.2026 10:00;Buggenrieder Muehle;11.01.2026 17:00;0.28734;cbm/s
09.01.2026 10:00;Wutachmuendung;11.01.2026 17:00;20.371;cbm/s
09.01.2026 10:00;St-Blasien;11.01.2026 17:00;3.3649;cbm/s
09.01.2026 10:00;Wehra (Pegel);11.01.2026 17:00;1.4872;cbm/s
09.01.2026 10:00;Sammelknoten Biber-Durach;11.01.2026 17:00;2.3882;cbm/s
09.01.2026 10:00;Sammelknoten Volken-Rafzenbach;11.01.2026 17:00;0.9621;cbm/s
09.01.2026 10:00;Sammelknoten Wutach;11.01.2026 17:00;21.198;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Alb;11.01.2026 17:00;4.0016;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Murg;11.01.2026 17:00;1.0717;cbm/s
09.01.2026 10:00;Sammelknoten Wehra;11.01.2026 17:00;9.133;cbm/s
09.01.2026 10:00;Sammelknoten Duerren-Warmbach;11.01.2026 17:00;0.9261;cbm/s
09.01.2026 10:00;Ewattingen;11.01.2026 18:00;5.2511;cbm/s
09.01.2026 10:00;Eberfingen;11.01.2026 18:00;8.902;cbm/s
09.01.2026 10:00;Oberlauchringen;11.01.2026 18:00;9.229;cbm/s
09.01.2026 10:00;Illmuehle;11.01.2026 18:00;2.4396;cbm/s
09.01.2026 10:00;Hangkanal-offenesGerinne;11.01.2026 18:00;0.25396;cbm/s
09.01.2026 10:00;Buggenrieder Muehle;11.01.2026 18:00;0.28692;cbm/s
09.01.2026 10:00;Wutachmuendung;11.01.2026 18:00;20.183;cbm/s
09.01.2026 10:00;St-Blasien;11.01.2026 18:00;3.3368;cbm/s
09.01.2026 10:00;Wehra (Pegel);11.01.2026 18:00;1.4767;cbm/s
09.01.2026 10:00;Sammelknoten Biber-Durach;11.01.2026 18:00;2.3513;cbm/s
09.01.2026 10:00;Sammelknoten Volken-Rafzenbach;11.01.2026 18:00;0.9366;cbm/s
09.01.2026 10:00;Sammelknoten Wutach;11.01.2026 18:00;20.991;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Alb;11.01.2026 18:00;3.9717;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Murg;11.01.2026 18:00;1.0683;cbm/s
09.01.2026 10:00;Sammelknoten Wehra;11.01.2026 18:00;9.053;cbm/s
09.01.2026 10:00;Sammelknoten Duerren-Warmbach;11.01.2026 18:00;0.9056;cbm/s
09.01.2026 10:00;Ewattingen;11.01.2026 19:00;5.2073;cbm/s
09.01.2026 10:00;Eberfingen;11.01.2026 19:00;8.845;cbm/s
09.01.2026 10:00;Oberlauchringen;11.01.2026 19:00;9.155;cbm/s
09.01.2026 10:00;Illmuehle;11.01.2026 19:00;2.3983;cbm/s
09.01.2026 10:00;Hangkanal-offenesGerinne;11.01.2026 19:00;0.25039;cbm/s
09.01.2026 10:00;Buggenrieder Muehle;11.01.2026 19:00;0.28651;cbm/s
09.01.2026 10:00;Wutachmuendung;11.01.2026 19:00;19.999;cbm/s
09.01.2026 10:00;St-Blasien;11.01.2026 19:00;3.3091;cbm/s
09.01.2026 10:00;Wehra (Pegel);11.01.2026 19:00;1.4664;cbm/s
09.01.2026 10:00;Sammelknoten Biber-Durach;11.01.2026 19:00;2.3185;cbm/s
09.01.2026 10:00;Sammelknoten Volken-Rafzenbach;11.01.2026 19:00;0.9139;cbm/s
09.01.2026 10:00;Sammelknoten Wutach;11.01.2026 19:00;20.788;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Alb;11.01.2026 19:00;3.9434;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Murg;11.01.2026 19:00;1.0651;cbm/s
09.01.2026 10:00;Sammelknoten Wehra;11.01.2026 19:00;8.978;cbm/s
09.01.2026 10:00;Sammelknoten Duerren-Warmbach;11.01.2026 19:00;0.8878;cbm/s
09.01.2026 10:00;Ewattingen;11.01.2026 20:00;5.1643;cbm/s
09.01.2026 10:00;Eberfingen;11.01.2026 20:00;8.79;cbm/s
09.01.2026 10:00;Oberlauchringen;11.01.2026 20:00;9.084;cbm/s
09.01.2026 10:00;Illmuehle;11.01.2026 20:00;2.3579;cbm/s
09.01.2026 10:00;Hangkanal-offenesGerinne;11.01.2026 20:00;0.24688;cbm/s
09.01.2026 10:00;Buggenrieder Muehle;11.01.2026 20:00;0.2861;cbm/s
09.01.2026 10:00;Wutachmuendung;11.01.2026 20:00;19.82;cbm/s
09.01.2026 10:00;St-Blasien;11.01.2026 20:00;3.2818;cbm/s
09.01.2026 10:00;Wehra (Pegel);11.01.2026 20:00;1.4564;cbm/s
09.01.2026 10:00;Sammelknoten Biber-Durach;11.01.2026 20:00;2.2888;cbm/s
09.01.2026 10:00;Sammelknoten Volken-Rafzenbach;11.01.2026 20:00;0.8933;cbm/s
09.01.2026 10:00;Sammelknoten Wutach;11.01.2026 20:00;20.591;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Alb;11.01.2026 20:00;3.9169;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Murg;11.01.2026 20:00;1.0621;cbm/s
09.01.2026 10:00;Sammelknoten Wehra;11.01.2026 20:00;8.907;cbm/s
09.01.2026 10:00;Sammelknoten Duerren-Warmbach;11.01.2026 20:00;0.8724;cbm/s
09.01.2026 10:00;Ewattingen;11.01.2026 21:00;5.1221;cbm/s
09.01.2026 10:00;Eberfingen;11.01.2026 21:00;8.737;cbm/s
09.01.2026 10:00;Oberlauchringen;11.01.2026 21:00;9.015;cbm/s
09.01.2026 10:00;Illmuehle;11.01.2026 21:00;2.3184;cbm/s
09.01.2026 10:00;Hangkanal-offenesGerinne;11.01.2026 21:00;0.24345;cbm/s
09.01.2026 10:00;Buggenrieder Muehle;11.01.2026 21:00;0.28569;cbm/s
09.01.2026 10:00;Wutachmuendung;11.01.2026 21:00;19.648;cbm/s
09.01.2026 10:00;St-Blasien;11.01.2026 21:00;3.2551;cbm/s
09.01.2026 10:00;Wehra (Pegel);11.01.2026 21:00;1.4467;cbm/s
09.01.2026 10:00;Sammelknoten Biber-Durach;11.01.2026 21:00;2.2614;cbm/s
09.01.2026 10:00;Sammelknoten Volken-Rafzenbach;11.01.2026 21:00;0.8749;cbm/s
09.01.2026 10:00;Sammelknoten Wutach;11.01.2026 21:00;20.399;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Alb;11.01.2026 21:00;3.8922;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Murg;11.01.2026 21:00;1.0591;cbm/s
09.01.2026 10:00;Sammelknoten Wehra;11.01.2026 21:00;8.839;cbm/s
09.01.2026 10:00;Sammelknoten Duerren-Warmbach;11.01.2026 21:00;0.8593;cbm/s
09.01.2026 10:00;Ewattingen;11.01.2026 22:00;5.0813;cbm/s
09.01.2026 10:00;Eberfingen;11.01.2026 22:00;8.684;cbm/s
09.01.2026 10:00;Oberlauchringen;11.01.2026 22:00;8.947;cbm/s
09.01.2026 10:00;Illmuehle;11.01.2026 22:00;2.2804;cbm/s
09.01.2026 10:00;Hangkanal-offenesGerinne;11.01.2026 22:00;0.24009;cbm/s
09.01.2026 10:00;Buggenrieder Muehle;11.01.2026 22:00;0.28529;cbm/s
09.01.2026 10:00;Wutachmuendung;11.01.2026 22:00;19.482;cbm/s
09.01.2026 10:00;St-Blasien;11.01.2026 22:00;3.2287;cbm/s
09.01.2026 10:00;Wehra (Pegel);11.01.2026 22:00;1.4373;cbm/s
09.01.2026 10:00;Sammelknoten Biber-Durach;11.01.2026 22:00;2.2353;cbm/s
09.01.2026 10:00;Sammelknoten Volken-Rafzenbach;11.01.2026 22:00;0.8586;cbm/s
09.01.2026 10:00;Sammelknoten Wutach;11.01.2026 22:00;20.215;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Alb;11.01.2026 22:00;3.8692;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Murg;11.01.2026 22:00;1.0562;cbm/s
09.01.2026 10:00;Sammelknoten Wehra;11.01.2026 22:00;8.774;cbm/s
09.01.2026 10:00;Sammelknoten Duerren-Warmbach;11.01.2026 22:00;0.848;cbm/s
09.01.2026 10:00;Ewattingen;11.01.2026 23:00;5.0414;cbm/s
09.01.2026 10:00;Eberfingen;11.01.2026 23:00;8.632;cbm/s
09.01.2026 10:00;Oberlauchringen;11.01.2026 23:00;8.881;cbm/s
09.01.2026 10:00;Illmuehle;11.01.2026 23:00;2.243;cbm/s
09.01.2026 10:00;Hangkanal-offenesGerinne;11.01.2026 23:00;0.23682;cbm/s
09.01.2026 10:00;Buggenrieder Muehle;11.01.2026 23:00;0.28489;cbm/s
09.01.2026 10:00;Wutachmuendung;11.01.2026 23:00;19.323;cbm/s
09.01.2026 10:00;St-Blasien;11.01.2026 23:00;3.2027;cbm/s
09.01.2026 10:00;Wehra (Pegel);11.01.2026 23:00;1.4282;cbm/s
09.01.2026 10:00;Sammelknoten Biber-Durach;11.01.2026 23:00;2.2106;cbm/s
09.01.2026 10:00;Sammelknoten Volken-Rafzenbach;11.01.2026 23:00;0.8431;cbm/s
09.01.2026 10:00;Sammelknoten Wutach;11.01.2026 23:00;20.038;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Alb;11.01.2026 23:00;3.8479;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Murg;11.01.2026 23:00;1.0533;cbm/s
09.01.2026 10:00;Sammelknoten Wehra;11.01.2026 23:00;8.71;cbm/s
09.01.2026 10:00;Sammelknoten Duerren-Warmbach;11.01.2026 23:00;0.8384;cbm/s
09.01.2026 10:00;Ewattingen;12.01.2026 00:00;5.0024;cbm/s
09.01.2026 10:00;Eberfingen;12.01.2026 00:00;8.582;cbm/s
09.01.2026 10:00;Oberlauchringen;12.01.2026 00:00;8.817;cbm/s
09.01.2026 10:00;Illmuehle;12.01.2026 00:00;2.2064;cbm/s
09.01.2026 10:00;Hangkanal-offenesGerinne;12.01.2026 00:00;0.23363;cbm/s
09.01.2026 10:00;Buggenrieder Muehle;12.01.2026 00:00;0.28449;cbm/s
09.01.2026 10:00;Wutachmuendung;12.01.2026 00:00;19.168;cbm/s
09.01.2026 10:00;St-Blasien;12.01.2026 00:00;3.1771;cbm/s
09.01.2026 10:00;Wehra (Pegel);12.01.2026 00:00;1.4192;cbm/s
09.01.2026 10:00;Sammelknoten Biber-Durach;12.01.2026 00:00;2.1874;cbm/s
09.01.2026 10:00;Sammelknoten Volken-Rafzenbach;12.01.2026 00:00;0.8275;cbm/s
09.01.2026 10:00;Sammelknoten Wutach;12.01.2026 00:00;19.869;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Alb;12.01.2026 00:00;3.8282;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Murg;12.01.2026 00:00;1.0505;cbm/s
09.01.2026 10:00;Sammelknoten Wehra;12.01.2026 00:00;8.649;cbm/s
09.01.2026 10:00;Sammelknoten Duerren-Warmbach;12.01.2026 00:00;0.8298;cbm/s
09.01.2026 10:00;Ewattingen;12.01.2026 01:00;4.9644;cbm/s
09.01.2026 10:00;Eberfingen;12.01.2026 01:00;8.532;cbm/s
09.01.2026 10:00;Oberlauchringen;12.01.2026 01:00;8.754;cbm/s
09.01.2026 10:00;Illmuehle;12.01.2026 01:00;2.1706;cbm/s
09.01.2026 10:00;Hangkanal-offenesGerinne;12.01.2026 01:00;0.2305;cbm/s
09.01.2026 10:00;Buggenrieder Muehle;12.01.2026 01:00;0.28409;cbm/s
09.01.2026 10:00;Wutachmuendung;12.01.2026 01:00;19.018;cbm/s
09.01.2026 10:00;St-Blasien;12.01.2026 01:00;3.1517;cbm/s
09.01.2026 10:00;Wehra (Pegel);12.01.2026 01:00;1.4105;cbm/s
09.01.2026 10:00;Sammelknoten Biber-Durach;12.01.2026 01:00;2.1655;cbm/s
09.01.2026 10:00;Sammelknoten Volken-Rafzenbach;12.01.2026 01:00;0.812;cbm/s
09.01.2026 10:00;Sammelknoten Wutach;12.01.2026 01:00;19.705;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Alb;12.01.2026 01:00;3.8097;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Murg;12.01.2026 01:00;1.0478;cbm/s
09.01.2026 10:00;Sammelknoten Wehra;12.01.2026 01:00;8.59;cbm/s
09.01.2026 10:00;Sammelknoten Duerren-Warmbach;12.01.2026 01:00;0.8221;cbm/s
09.01.2026 10:00;Ewattingen;12.01.2026 02:00;4.9271;cbm/s
09.01.2026 10:00;Eberfingen;12.01.2026 02:00;8.484;cbm/s
09.01.2026 10:00;Oberlauchringen;12.01.2026 02:00;8.693;cbm/s
09.01.2026 10:00;Illmuehle;12.01.2026 02:00;2.1357;cbm/s
09.01.2026 10:00;Hangkanal-offenesGerinne;12.01.2026 02:00;0.22744;cbm/s
09.01.2026 10:00;Buggenrieder Muehle;12.01.2026 02:00;0.28369;cbm/s
09.01.2026 10:00;Wutachmuendung;12.01.2026 02:00;18.874;cbm/s
09.01.2026 10:00;St-Blasien;12.01.2026 02:00;3.1268;cbm/s
09.01.2026 10:00;Wehra (Pegel);12.01.2026 02:00;1.402;cbm/s
09.01.2026 10:00;Sammelknoten Biber-Durach;12.01.2026 02:00;2.1438;cbm/s
09.01.2026 10:00;Sammelknoten Volken-Rafzenbach;12.01.2026 02:00;0.7967;cbm/s
09.01.2026 10:00;Sammelknoten Wutach;12.01.2026 02:00;19.549;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Alb;12.01.2026 02:00;3.7921;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Murg;12.01.2026 02:00;1.0451;cbm/s
09.01.2026 10:00;Sammelknoten Wehra;12.01.2026 02:00;8.533;cbm/s
09.01.2026 10:00;Sammelknoten Duerren-Warmbach;12.01.2026 02:00;0.8152;cbm/s
09.01.2026 10:00;Ewattingen;12.01.2026 03:00;4.8908;cbm/s
09.01.2026 10:00;Eberfingen;12.01.2026 03:00;8.436;cbm/s
09.01.2026 10:00;Oberlauchringen;12.01.2026 03:00;8.634;cbm/s
09.01.2026 10:00;Illmuehle;12.01.2026 03:00;2.1016;cbm/s
09.01.2026 10:00;Hangkanal-offenesGerinne;12.01.2026 03:00;0.22444;cbm/s
09.01.2026 10:00;Buggenrieder Muehle;12.01.2026 03:00;0.2833;cbm/s
09.01.2026 10:00;Wutachmuendung;12.01.2026 03:00;18.732;cbm/s
09.01.2026 10:00;St-Blasien;12.01.2026 03:00;3.1021;cbm/s
09.01.2026 10:00;Wehra (Pegel);12.01.2026 03:00;1.3937;cbm/s
09.01.2026 10:00;Sammelknoten Biber-Durach;12.01.2026 03:00;2.1224;cbm/s
09.01.2026 10:00;Sammelknoten Volken-Rafzenbach;12.01.2026 03:00;0.782;cbm/s
09.01.2026 10:00;Sammelknoten Wutach;12.01.2026 03:00;19.397;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Alb;12.01.2026 03:00;3.7752;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Murg;12.01.2026 03:00;1.0425;cbm/s
09.01.2026 10:00;Sammelknoten Wehra;12.01.2026 03:00;8.478;cbm/s
09.01.2026 10:00;Sammelknoten Duerren-Warmbach;12.01.2026 03:00;0.8089;cbm/s
09.01.2026 10:00;Ewattingen;12.01.2026 04:00;4.8553;cbm/s
09.01.2026 10:00;Eberfingen;12.01.2026 04:00;8.389;cbm/s
09.01.2026 10:00;Oberlauchringen;12.01.2026 04:00;8.575;cbm/s
09.01.2026 10:00;Illmuehle;12.01.2026 04:00;2.0684;cbm/s
09.01.2026 10:00;Hangkanal-offenesGerinne;12.01.2026 04:00;0.22149;cbm/s
09.01.2026 10:00;Buggenrieder Muehle;12.01.2026 04:00;0.28291;cbm/s
09.01.2026 10:00;Wutachmuendung;12.01.2026 04:00;18.592;cbm/s
09.01.2026 10:00;St-Blasien;12.01.2026 04:00;3.0779;cbm/s
09.01.2026 10:00;Wehra (Pegel);12.01.2026 04:00;1.3857;cbm/s
09.01.2026 10:00;Sammelknoten Biber-Durach;12.01.2026 04:00;2.1014;cbm/s
09.01.2026 10:00;Sammelknoten Volken-Rafzenbach;12.01.2026 04:00;0.7678;cbm/s
09.01.2026 10:00;Sammelknoten Wutach;12.01.2026 04:00;19.248;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Alb;12.01.2026 04:00;3.7588;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Murg;12.01.2026 04:00;1.0399;cbm/s
09.01.2026 10:00;Sammelknoten Wehra;12.01.2026 04:00;8.425;cbm/s
09.01.2026 10:00;Sammelknoten Duerren-Warmbach;12.01.2026 04:00;0.803;cbm/s
09.01.2026 10:00;Ewattingen;12.01.2026 05:00;4.8205;cbm/s
09.01.2026 10:00;Eberfingen;12.01.2026 05:00;8.343;cbm/s
09.01.2026 10:00;Oberlauchringen;12.01.2026 05:00;8.518;cbm/s
09.01.2026 10:00;Illmuehle;12.01.2026 05:00;2.0361;cbm/s
09.01.2026 10:00;Hangkanal-offenesGerinne;12.01.2026 05:00;0.2186;cbm/s
09.01.2026 10:00;Buggenrieder Muehle;12.01.2026 05:00;0.28252;cbm/s
09.01.2026 10:00;Wutachmuendung;12.01.2026 05:00;18.457;cbm/s
09.01.2026 10:00;St-Blasien;12.01.2026 05:00;3.054;cbm/s
09.01.2026 10:00;Wehra (Pegel);12.01.2026 05:00;1.3778;cbm/s
09.01.2026 10:00;Sammelknoten Biber-Durach;12.01.2026 05:00;2.0811;cbm/s
09.01.2026 10:00;Sammelknoten Volken-Rafzenbach;12.01.2026 05:00;0.7543;cbm/s
09.01.2026 10:00;Sammelknoten Wutach;12.01.2026 05:00;19.105;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Alb;12.01.2026 05:00;3.743;cbm/s
09.01.2026 10:00;Sammelknoten Hauensteiner Murg;12.01.2026 05:00;1.0373;cbm/s
09.01.2026 10:00;Sammelknoten Wehra;12.01.2026 05:00;8.373;cbm/s
09.01.2026 10:00;Sammelknoten Duerren-Warmbach;12.01.2026 05:00;0.7974;cbm/s
09.01.2026 10:00;Ewattingen;12.01.2026 06:00;4.7863;cbm/s
09.01.2026 10:00;Eberfingen;12.01.2026 06:00;8.298;cbm/s
